ni_pct,co_pct,mn_pct,ni_to_co_ratio,ni_to_mn_ratio,dopant_sum,temp_C,c_rate,predicted_accuracy,baseline_accuracy,improvement_pct
72.42,20.96,6.63,3.46,10.93,100.0,70,2.0,66.75,75.0,-8.25
60.07,11.68,28.25,5.14,2.13,100.0,25,5.0,75.46,75.0,0.46
54.96,19.27,25.76,2.85,2.13,100.0,25,5.0,66.28,75.0,-8.72
40.32,32.47,27.22,1.24,1.48,100.0,70,2.0,63.55,75.0,-11.45
39.62,32.53,27.86,1.22,1.42,100.0,40,2.0,66.52,75.0,-8.48
38.34,10.23,51.42,3.75,0.75,100.0,40,1.0,90.64,75.0,15.64
44.16,27.17,28.66,1.63,1.54,100.0,55,0.5,74.05,75.0,-0.95
60.35,26.32,13.33,2.29,4.53,100.0,70,2.0,66.25,75.0,-8.75
60.93,14.56,24.51,4.19,2.49,100.0,25,1.0,86.93,75.0,11.93
38.91,37.05,24.04,1.05,1.62,100.0,55,2.0,61.14,75.0,-13.86
27.99,38.08,33.92,0.74,0.83,100.0,40,1.0,69.22,75.0,-5.78
30.62,37.93,31.45,0.81,0.97,100.0,40,0.5,71.04,75.0,-3.96
27.7,39.14,33.16,0.71,0.84,100.0,70,1.0,70.73,75.0,-4.27
54.71,10.0,35.29,5.47,1.55,100.0,25,1.0,89.53,75.0,14.53
52.1,28.41,19.48,1.83,2.67,100.0,25,5.0,55.03,75.0,-19.97
37.61,37.71,24.68,1.0,1.52,100.0,55,2.0,62.15,75.0,-12.85
55.75,15.98,28.28,3.49,1.97,100.0,40,1.0,81.86,75.0,6.86
72.37,10.63,17.0,6.81,4.26,100.0,55,2.0,77.39,75.0,2.39
38.87,28.77,32.36,1.35,1.2,100.0,55,1.0,68.84,75.0,-6.16
32.69,31.28,36.03,1.04,0.91,100.0,55,5.0,52.18,75.0,-22.82
52.01,10.62,37.37,4.9,1.39,100.0,25,5.0,72.82,75.0,-2.18
31.2,13.73,55.07,2.27,0.57,100.0,40,0.5,89.45,75.0,14.45
21.54,39.55,38.91,0.54,0.55,100.0,55,1.0,67.35,75.0,-7.65
37.07,48.4,14.53,0.77,2.55,100.0,40,5.0,34.0,75.0,-41.0
46.58,37.14,16.28,1.25,2.86,100.0,40,2.0,60.51,75.0,-14.49
57.03,32.82,10.15,1.74,5.62,100.0,55,1.0,66.53,75.0,-8.47
69.41,20.92,9.68,3.32,7.17,100.0,55,1.0,71.81,75.0,-3.19
31.77,27.72,40.51,1.15,0.78,100.0,70,0.5,67.9,75.0,-7.1
27.53,33.97,38.5,0.81,0.72,100.0,25,2.0,69.15,75.0,-5.85
78.9,10.1,11.0,7.81,7.17,100.0,40,0.5,90.61,75.0,15.61
26.48,47.31,26.2,0.56,1.01,100.0,55,1.0,62.35,75.0,-12.65
48.71,13.04,38.25,3.73,1.27,100.0,55,0.5,84.55,75.0,9.55
55.13,30.04,14.82,1.83,3.72,100.0,40,1.0,74.65,75.0,-0.35
52.48,37.48,10.04,1.4,5.23,100.0,55,1.0,65.68,75.0,-9.32
25.16,41.68,33.16,0.6,0.76,100.0,70,0.5,66.3,75.0,-8.7
23.42,33.32,43.26,0.7,0.54,100.0,40,0.5,74.45,75.0,-0.55
26.33,46.36,27.31,0.57,0.96,100.0,55,1.0,53.89,75.0,-21.11
44.66,26.63,28.71,1.68,1.56,100.0,40,0.5,78.94,75.0,3.94
52.66,12.57,34.77,4.19,1.51,100.0,55,0.5,83.13,75.0,8.13
34.02,26.09,39.88,1.3,0.85,100.0,55,1.0,72.55,75.0,-2.45
58.27,10.94,30.8,5.33,1.89,100.0,25,2.0,84.52,75.0,9.52
69.2,23.18,7.62,2.99,9.08,100.0,40,0.5,78.02,75.0,3.02
22.49,31.47,46.03,0.71,0.49,100.0,25,0.5,80.5,75.0,5.5
51.1,43.14,5.76,1.18,8.87,100.0,55,5.0,41.49,75.0,-33.51
25.99,41.95,32.06,0.62,0.81,100.0,40,2.0,59.74,75.0,-15.26
35.14,15.1,49.76,2.33,0.71,100.0,40,0.5,90.09,75.0,15.09
38.47,13.72,47.81,2.8,0.8,100.0,70,1.0,81.22,75.0,6.22
56.82,33.57,9.61,1.69,5.91,100.0,70,5.0,46.27,75.0,-28.73
35.94,27.37,36.69,1.31,0.98,100.0,55,5.0,52.94,75.0,-22.06
68.6,20.66,10.75,3.32,6.38,100.0,55,5.0,55.38,75.0,-19.62
42.29,34.34,23.37,1.23,1.81,100.0,55,0.5,68.68,75.0,-6.32
22.36,20.19,57.45,1.11,0.39,100.0,55,1.0,80.13,75.0,5.13
41.89,26.1,32.01,1.6,1.31,100.0,70,5.0,48.58,75.0,-26.42
41.79,46.97,11.24,0.89,3.72,100.0,40,2.0,52.6,75.0,-22.4
47.97,25.36,26.67,1.89,1.8,100.0,25,5.0,62.24,75.0,-12.76
31.4,39.47,29.13,0.8,1.08,100.0,40,5.0,44.03,75.0,-30.97
62.1,29.04,8.86,2.14,7.01,100.0,40,2.0,66.6,75.0,-8.4
53.39,14.9,31.71,3.58,1.68,100.0,70,5.0,61.78,75.0,-13.22
41.52,47.12,11.37,0.88,3.65,100.0,40,5.0,39.1,75.0,-35.9
44.44,22.24,33.32,2.0,1.33,100.0,40,2.0,77.25,75.0,2.25
21.26,39.38,39.36,0.54,0.54,100.0,55,0.5,66.1,75.0,-8.9
38.95,24.69,36.37,1.58,1.07,100.0,25,2.0,73.2,75.0,-1.8
23.41,10.76,65.83,2.18,0.36,100.0,40,0.5,88.77,75.0,13.77
65.99,14.02,19.99,4.71,3.3,100.0,40,0.5,90.62,75.0,15.62
62.13,29.85,8.02,2.08,7.74,100.0,25,0.5,74.0,75.0,-1.0
39.88,37.6,22.52,1.06,1.77,100.0,55,2.0,62.17,75.0,-12.83
60.54,23.39,16.07,2.59,3.77,100.0,70,2.0,63.23,75.0,-11.77
43.76,37.82,18.42,1.16,2.37,100.0,70,0.5,67.82,75.0,-7.18
27.16,32.98,39.87,0.82,0.68,100.0,40,2.0,74.52,75.0,-0.48
47.25,38.16,14.59,1.24,3.24,100.0,55,0.5,61.19,75.0,-13.81
44.74,29.7,25.56,1.51,1.75,100.0,70,2.0,59.51,75.0,-15.49
25.69,25.49,48.82,1.01,0.53,100.0,70,1.0,75.36,75.0,0.36
35.05,29.57,35.38,1.19,0.99,100.0,70,2.0,65.38,75.0,-9.62
27.23,28.01,44.76,0.97,0.61,100.0,70,2.0,68.2,75.0,-6.8
55.07,17.98,26.95,3.06,2.04,100.0,70,2.0,69.39,75.0,-5.61
24.66,46.97,28.37,0.52,0.87,100.0,40,0.5,70.42,75.0,-4.58
42.67,11.69,45.64,3.65,0.93,100.0,70,0.5,85.23,75.0,10.23
23.72,35.34,40.94,0.67,0.58,100.0,40,1.0,67.7,75.0,-7.3
40.36,19.94,39.7,2.02,1.02,100.0,25,1.0,84.25,75.0,9.25
50.36,22.17,27.48,2.27,1.83,100.0,25,5.0,58.62,75.0,-16.38
29.72,40.83,29.45,0.73,1.01,100.0,55,1.0,68.14,75.0,-6.86
59.49,23.09,17.43,2.58,3.41,100.0,40,0.5,78.1,75.0,3.1
54.75,23.09,22.16,2.37,2.47,100.0,55,1.0,76.53,75.0,1.53
47.1,16.76,36.13,2.81,1.3,100.0,25,1.0,85.47,75.0,10.47
41.28,40.99,17.72,1.01,2.33,100.0,25,2.0,61.23,75.0,-13.77
44.04,15.19,40.77,2.9,1.08,100.0,25,1.0,82.71,75.0,7.71
26.91,28.15,44.94,0.96,0.6,100.0,25,5.0,61.58,75.0,-13.42
62.43,24.73,12.84,2.52,4.86,100.0,70,2.0,68.87,75.0,-6.13
44.89,37.5,17.61,1.2,2.55,100.0,25,0.5,70.27,75.0,-4.73
43.24,35.33,21.43,1.22,2.02,100.0,70,5.0,38.78,75.0,-36.22
39.78,38.52,21.7,1.03,1.83,100.0,70,0.5,66.11,75.0,-8.89
46.52,11.79,41.69,3.95,1.12,100.0,55,5.0,59.98,75.0,-15.02
58.89,21.86,19.25,2.69,3.06,100.0,70,2.0,71.28,75.0,-3.72
23.69,21.21,55.11,1.12,0.43,100.0,55,5.0,56.95,75.0,-18.05
68.82,15.84,15.34,4.34,4.49,100.0,70,5.0,53.14,75.0,-21.86
43.45,11.61,44.94,3.74,0.97,100.0,70,1.0,83.11,75.0,8.11
58.93,22.39,18.68,2.63,3.15,100.0,25,0.5,80.58,75.0,5.58
64.45,25.46,10.09,2.53,6.38,100.0,40,2.0,68.07,75.0,-6.93
29.09,36.55,34.37,0.8,0.85,100.0,70,5.0,44.91,75.0,-30.09
48.64,25.24,26.11,1.93,1.86,100.0,40,0.5,72.15,75.0,-2.85
56.11,38.78,5.11,1.45,10.97,100.0,40,0.5,72.79,75.0,-2.21
54.9,23.45,21.65,2.34,2.54,100.0,40,1.0,77.88,75.0,2.88
44.09,21.61,34.3,2.04,1.29,100.0,70,0.5,72.92,75.0,-2.08
40.29,31.65,28.07,1.27,1.44,100.0,40,2.0,64.6,75.0,-10.4
27.61,10.95,61.44,2.52,0.45,100.0,70,1.0,87.46,75.0,12.46
43.5,13.19,43.3,3.3,1.0,100.0,25,5.0,71.9,75.0,-3.1
29.76,26.72,43.52,1.11,0.68,100.0,70,2.0,70.81,75.0,-4.19
56.09,26.25,17.66,2.14,3.18,100.0,55,2.0,65.34,75.0,-9.66
32.53,38.86,28.61,0.84,1.14,100.0,25,2.0,66.55,75.0,-8.45
23.51,13.53,62.96,1.74,0.37,100.0,40,1.0,90.11,75.0,15.11
60.3,16.67,23.03,3.62,2.62,100.0,40,0.5,87.22,75.0,12.22
43.35,10.92,45.73,3.97,0.95,100.0,55,2.0,84.31,75.0,9.31
49.27,15.34,35.4,3.21,1.39,100.0,25,0.5,88.15,75.0,13.15
22.54,35.14,42.32,0.64,0.53,100.0,55,0.5,70.79,75.0,-4.21
40.73,26.16,33.11,1.56,1.23,100.0,40,2.0,70.17,75.0,-4.83
68.18,18.86,12.96,3.61,5.26,100.0,70,0.5,76.44,75.0,1.44
52.42,30.48,17.1,1.72,3.06,100.0,40,1.0,74.47,75.0,-0.53
24.76,31.95,43.29,0.77,0.57,100.0,55,1.0,66.0,75.0,-9.0
53.95,31.53,14.52,1.71,3.72,100.0,70,5.0,48.71,75.0,-26.29
32.84,42.09,25.07,0.78,1.31,100.0,70,0.5,58.13,75.0,-16.87
43.78,47.95,8.27,0.91,5.29,100.0,40,0.5,60.84,75.0,-14.16
37.78,46.09,16.13,0.82,2.34,100.0,70,5.0,39.08,75.0,-35.92
28.61,45.03,26.36,0.64,1.09,100.0,25,1.0,67.1,75.0,-7.9
29.09,42.06,28.86,0.69,1.01,100.0,40,5.0,46.46,75.0,-28.54
45.97,47.74,6.3,0.96,7.3,100.0,40,5.0,35.67,75.0,-39.33
55.74,13.94,30.32,4.0,1.84,100.0,25,5.0,65.14,75.0,-9.86
24.84,20.6,54.56,1.21,0.46,100.0,40,0.5,88.36,75.0,13.36
45.07,49.53,5.4,0.91,8.34,100.0,55,0.5,55.6,75.0,-19.4
37.51,23.85,38.64,1.57,0.97,100.0,55,0.5,77.18,75.0,2.18
55.2,30.21,14.6,1.83,3.78,100.0,40,0.5,77.71,75.0,2.71
55.21,16.91,27.89,3.27,1.98,100.0,25,2.0,77.8,75.0,2.8
24.81,15.56,59.63,1.59,0.42,100.0,70,5.0,61.88,75.0,-13.12
48.61,20.1,31.29,2.42,1.55,100.0,25,5.0,64.19,75.0,-10.81
36.47,20.35,43.18,1.79,0.84,100.0,55,0.5,81.57,75.0,6.57
69.72,16.59,13.69,4.2,5.09,100.0,40,1.0,80.2,75.0,5.2
67.01,24.05,8.94,2.79,7.5,100.0,25,2.0,72.32,75.0,-2.68
36.62,20.59,42.78,1.78,0.86,100.0,70,2.0,67.63,75.0,-7.37
37.55,16.68,45.77,2.25,0.82,100.0,70,1.0,80.35,75.0,5.35
27.46,38.33,34.21,0.72,0.8,100.0,70,0.5,63.08,75.0,-11.92
24.88,38.71,36.41,0.64,0.68,100.0,70,2.0,60.45,75.0,-14.55
20.69,40.2,39.11,0.51,0.53,100.0,25,2.0,65.1,75.0,-9.9
30.63,14.0,55.37,2.19,0.55,100.0,70,5.0,58.56,75.0,-16.44
45.65,13.56,40.79,3.37,1.12,100.0,55,5.0,62.87,75.0,-12.13
22.42,24.8,52.79,0.9,0.42,100.0,70,0.5,75.19,75.0,0.19
44.33,35.94,19.73,1.23,2.25,100.0,55,0.5,71.34,75.0,-3.66
50.98,39.02,10.01,1.31,5.09,100.0,25,5.0,47.58,75.0,-27.42
54.84,18.39,26.77,2.98,2.05,100.0,55,5.0,57.98,75.0,-17.02
44.62,44.45,10.93,1.0,4.08,100.0,25,5.0,49.21,75.0,-25.79
60.34,34.65,5.02,1.74,12.03,100.0,70,1.0,63.77,75.0,-11.23
48.88,27.15,23.97,1.8,2.04,100.0,40,2.0,75.38,75.0,0.38
68.58,17.29,14.13,3.97,4.85,100.0,55,0.5,84.58,75.0,9.58
21.95,28.72,49.33,0.76,0.44,100.0,55,0.5,73.67,75.0,-1.33
21.32,40.2,38.47,0.53,0.55,100.0,40,1.0,70.68,75.0,-4.32
48.19,11.34,40.48,4.25,1.19,100.0,25,5.0,75.69,75.0,0.69
25.17,23.51,51.32,1.07,0.49,100.0,25,2.0,83.27,75.0,8.27
35.39,13.64,50.97,2.59,0.69,100.0,70,5.0,64.51,75.0,-10.49
36.82,37.83,25.35,0.97,1.45,100.0,55,0.5,70.46,75.0,-4.54
27.93,40.63,31.44,0.69,0.89,100.0,25,1.0,68.79,75.0,-6.21
46.39,27.65,25.96,1.68,1.79,100.0,70,2.0,61.73,75.0,-13.27
73.47,11.97,14.56,6.14,5.05,100.0,25,2.0,82.02,75.0,7.02
42.86,25.46,31.68,1.68,1.35,100.0,40,2.0,67.35,75.0,-7.65
23.27,18.45,58.28,1.26,0.4,100.0,40,2.0,83.94,75.0,8.94
55.97,35.31,8.73,1.59,6.41,100.0,40,1.0,67.31,75.0,-7.69
49.46,23.39,27.15,2.11,1.82,100.0,70,0.5,78.72,75.0,3.72
42.99,22.42,34.58,1.92,1.24,100.0,55,2.0,68.07,75.0,-6.93
32.98,28.44,38.58,1.16,0.85,100.0,40,2.0,74.2,75.0,-0.8
46.55,36.96,16.49,1.26,2.82,100.0,40,0.5,68.79,75.0,-6.21
22.9,31.66,45.44,0.72,0.5,100.0,25,5.0,53.53,75.0,-21.47
55.95,30.37,13.68,1.84,4.09,100.0,40,2.0,71.99,75.0,-3.01
25.74,31.29,42.97,0.82,0.6,100.0,55,2.0,69.71,75.0,-5.29
55.28,12.33,32.39,4.48,1.71,100.0,70,5.0,61.24,75.0,-13.76
41.19,49.94,8.88,0.82,4.64,100.0,40,0.5,60.53,75.0,-14.47
42.97,20.71,36.32,2.08,1.18,100.0,70,0.5,78.96,75.0,3.96
69.25,19.32,11.43,3.58,6.06,100.0,70,2.0,69.2,75.0,-5.8
55.37,24.73,19.9,2.24,2.78,100.0,55,0.5,73.8,75.0,-1.2
40.67,11.82,47.51,3.44,0.86,100.0,25,5.0,70.24,75.0,-4.76
67.06,14.5,18.44,4.63,3.64,100.0,25,1.0,92.58,75.0,17.58
55.91,23.91,20.18,2.34,2.77,100.0,70,5.0,59.3,75.0,-15.7
44.85,45.06,10.09,1.0,4.44,100.0,40,5.0,46.16,75.0,-28.84
57.54,22.01,20.45,2.61,2.81,100.0,70,1.0,74.07,75.0,-0.93
52.47,13.13,34.4,4.0,1.52,100.0,25,5.0,68.24,75.0,-6.76
36.54,33.55,29.91,1.09,1.22,100.0,40,2.0,64.11,75.0,-10.89
33.23,43.42,23.35,0.77,1.42,100.0,25,2.0,59.74,75.0,-15.26
57.54,16.51,25.95,3.49,2.22,100.0,55,0.5,80.88,75.0,5.88
36.44,26.33,37.23,1.38,0.98,100.0,25,0.5,89.25,75.0,14.25
31.09,37.47,31.44,0.83,0.99,100.0,40,5.0,54.33,75.0,-20.67
23.58,30.8,45.62,0.77,0.52,100.0,40,2.0,72.24,75.0,-2.76
50.31,20.95,28.74,2.4,1.75,100.0,70,2.0,66.32,75.0,-8.68
65.82,26.77,7.41,2.46,8.88,100.0,40,1.0,76.68,75.0,1.68
51.4,17.76,30.84,2.89,1.67,100.0,55,0.5,81.44,75.0,6.44
33.61,21.39,45.0,1.57,0.75,100.0,25,2.0,73.07,75.0,-1.93
59.99,30.21,9.8,1.99,6.12,100.0,70,5.0,46.7,75.0,-28.3
24.81,31.25,43.94,0.79,0.56,100.0,70,2.0,60.99,75.0,-14.01
46.51,42.22,11.27,1.1,4.13,100.0,40,0.5,63.65,75.0,-11.35
29.8,41.65,28.54,0.72,1.04,100.0,55,5.0,41.95,75.0,-33.05
31.07,33.25,35.68,0.93,0.87,100.0,70,0.5,67.29,75.0,-7.71
32.14,41.23,26.63,0.78,1.21,100.0,55,2.0,57.7,75.0,-17.3
43.2,17.67,39.13,2.44,1.1,100.0,55,2.0,75.3,75.0,0.3
23.07,12.0,64.93,1.92,0.36,100.0,25,2.0,82.46,75.0,7.46
43.87,44.95,11.19,0.98,3.92,100.0,25,0.5,71.72,75.0,-3.28
50.7,13.02,36.28,3.89,1.4,100.0,25,5.0,66.56,75.0,-8.44
49.0,19.87,31.13,2.47,1.57,100.0,55,2.0,70.35,75.0,-4.65
42.97,37.81,19.22,1.14,2.24,100.0,25,2.0,64.47,75.0,-10.53
77.52,15.25,7.23,5.08,10.73,100.0,70,2.0,70.72,75.0,-4.28
28.72,45.05,26.23,0.64,1.09,100.0,70,1.0,61.46,75.0,-13.54
50.34,21.92,27.74,2.3,1.81,100.0,40,1.0,80.24,75.0,5.24
23.72,10.47,65.8,2.26,0.36,100.0,55,5.0,69.95,75.0,-5.05
24.27,22.03,53.7,1.1,0.45,100.0,25,0.5,88.28,75.0,13.28
54.43,33.12,12.45,1.64,4.37,100.0,70,2.0,59.75,75.0,-15.25
53.96,25.04,21.0,2.16,2.57,100.0,55,2.0,69.5,75.0,-5.5
30.34,42.77,26.89,0.71,1.13,100.0,55,0.5,58.45,75.0,-16.55
40.81,43.67,15.52,0.93,2.63,100.0,25,0.5,67.73,75.0,-7.27
56.87,23.18,19.95,2.45,2.85,100.0,55,5.0,58.25,75.0,-16.75
22.92,20.64,56.44,1.11,0.41,100.0,25,0.5,100.0,75.0,25.0
25.88,28.49,45.63,0.91,0.57,100.0,25,2.0,71.01,75.0,-3.99
22.64,31.97,45.39,0.71,0.5,100.0,25,5.0,58.43,75.0,-16.57
31.12,47.96,20.92,0.65,1.49,100.0,55,1.0,55.8,75.0,-19.2
60.78,25.26,13.95,2.41,4.36,100.0,55,5.0,58.85,75.0,-16.15
58.73,19.42,21.85,3.02,2.69,100.0,25,5.0,59.53,75.0,-15.47
22.74,39.08,38.19,0.58,0.6,100.0,55,5.0,47.34,75.0,-27.66
41.07,34.72,24.21,1.18,1.7,100.0,25,0.5,71.39,75.0,-3.61
70.53,10.32,19.15,6.83,3.68,100.0,40,2.0,80.73,75.0,5.73
37.8,10.37,51.83,3.64,0.73,100.0,55,0.5,89.32,75.0,14.32
24.63,28.42,46.95,0.87,0.52,100.0,55,2.0,72.01,75.0,-2.99
30.19,29.53,40.27,1.02,0.75,100.0,40,0.5,74.62,75.0,-0.38
27.62,10.9,61.48,2.53,0.45,100.0,40,5.0,72.51,75.0,-2.49
27.4,37.48,35.13,0.73,0.78,100.0,40,2.0,64.33,75.0,-10.67
51.11,21.76,27.13,2.35,1.88,100.0,25,0.5,85.8,75.0,10.8
34.75,32.4,32.85,1.07,1.06,100.0,25,5.0,58.48,75.0,-16.52
41.49,22.04,36.47,1.88,1.14,100.0,70,1.0,70.37,75.0,-4.63
38.83,38.74,22.43,1.0,1.73,100.0,40,0.5,72.06,75.0,-2.94
61.06,26.29,12.65,2.32,4.82,100.0,70,0.5,69.66,75.0,-5.34
61.05,25.68,13.27,2.38,4.6,100.0,25,1.0,81.64,75.0,6.64
28.55,31.39,40.05,0.91,0.71,100.0,55,0.5,74.53,75.0,-0.47
42.93,17.95,39.12,2.39,1.1,100.0,40,1.0,82.72,75.0,7.72
53.28,30.34,16.38,1.76,3.25,100.0,55,2.0,62.63,75.0,-12.37
24.61,16.3,59.1,1.51,0.42,100.0,25,1.0,91.97,75.0,16.97
20.25,36.84,42.91,0.55,0.47,100.0,40,5.0,54.29,75.0,-20.71
32.93,46.2,20.87,0.71,1.58,100.0,70,1.0,54.15,75.0,-20.85
58.51,14.42,27.08,4.06,2.16,100.0,70,2.0,70.22,75.0,-4.78
44.65,28.71,26.64,1.55,1.68,100.0,25,1.0,79.65,75.0,4.65
49.38,12.83,37.79,3.85,1.31,100.0,55,1.0,79.45,75.0,4.45
44.93,33.93,21.15,1.32,2.12,100.0,25,2.0,64.45,75.0,-10.55
21.44,20.58,57.98,1.04,0.37,100.0,55,0.5,79.71,75.0,4.71
40.12,31.1,28.77,1.29,1.39,100.0,25,0.5,77.36,75.0,2.36
30.62,30.7,38.68,1.0,0.79,100.0,70,5.0,44.37,75.0,-30.63
25.91,46.97,27.12,0.55,0.96,100.0,55,5.0,33.01,75.0,-41.99
45.18,32.4,22.42,1.39,2.01,100.0,25,1.0,71.16,75.0,-3.84
55.96,33.32,10.72,1.68,5.22,100.0,40,0.5,74.18,75.0,-0.82
63.72,26.07,10.21,2.44,6.24,100.0,70,0.5,67.46,75.0,-7.54
38.92,47.96,13.11,0.81,2.97,100.0,70,1.0,52.72,75.0,-22.28
43.59,41.09,15.32,1.06,2.84,100.0,40,2.0,65.61,75.0,-9.39
34.22,21.42,44.37,1.6,0.77,100.0,25,0.5,86.8,75.0,11.8
25.82,43.77,30.41,0.59,0.85,100.0,55,5.0,42.43,75.0,-32.57
30.74,27.3,41.96,1.13,0.73,100.0,70,1.0,68.25,75.0,-6.75
31.29,28.02,40.69,1.12,0.77,100.0,25,2.0,80.95,75.0,5.95
20.5,35.87,43.63,0.57,0.47,100.0,40,5.0,49.63,75.0,-25.37
52.82,17.55,29.63,3.01,1.78,100.0,55,0.5,81.49,75.0,6.49
48.51,38.05,13.45,1.27,3.61,100.0,25,2.0,68.66,75.0,-6.34
37.29,39.92,22.78,0.93,1.64,100.0,25,5.0,48.79,75.0,-26.21
24.36,21.9,53.74,1.11,0.45,100.0,70,1.0,76.19,75.0,1.19
36.84,21.85,41.31,1.69,0.89,100.0,70,2.0,68.99,75.0,-6.01
41.0,39.02,19.98,1.05,2.05,100.0,55,2.0,57.86,75.0,-17.14
66.95,19.19,13.86,3.49,4.83,100.0,25,1.0,84.06,75.0,9.06
79.55,10.04,10.41,7.93,7.64,100.0,40,0.5,90.17,75.0,15.17
34.44,38.61,26.95,0.89,1.28,100.0,40,0.5,68.24,75.0,-6.76
72.46,16.85,10.69,4.3,6.77,100.0,55,2.0,70.98,75.0,-4.02
69.84,14.18,15.98,4.92,4.37,100.0,25,2.0,79.85,75.0,4.85
33.48,19.5,47.02,1.72,0.71,100.0,70,2.0,67.85,75.0,-7.15
43.96,25.2,30.84,1.74,1.43,100.0,25,5.0,55.68,75.0,-19.32
44.58,29.04,26.38,1.54,1.69,100.0,70,2.0,64.2,75.0,-10.8
78.69,11.78,9.52,6.68,8.26,100.0,40,0.5,90.02,75.0,15.02
30.85,48.82,20.32,0.63,1.52,100.0,55,1.0,59.47,75.0,-15.53
45.9,41.78,12.32,1.1,3.73,100.0,55,1.0,53.84,75.0,-21.16
40.05,22.93,37.02,1.75,1.08,100.0,55,1.0,75.92,75.0,0.92
63.85,22.75,13.4,2.81,4.76,100.0,70,2.0,63.11,75.0,-11.89
45.2,27.94,26.86,1.62,1.68,100.0,40,2.0,70.56,75.0,-4.44
54.7,35.05,10.25,1.56,5.34,100.0,40,1.0,67.24,75.0,-7.76
69.96,15.85,14.19,4.41,4.93,100.0,55,5.0,61.1,75.0,-13.9
68.25,17.56,14.19,3.89,4.81,100.0,55,5.0,58.07,75.0,-16.93
78.16,11.6,10.24,6.74,7.63,100.0,70,5.0,53.22,75.0,-21.78
23.58,20.25,56.17,1.16,0.42,100.0,70,5.0,54.54,75.0,-20.46
61.52,25.21,13.27,2.44,4.64,100.0,25,0.5,81.2,75.0,6.2
28.4,44.85,26.75,0.63,1.06,100.0,70,1.0,57.55,75.0,-17.45
44.95,36.53,18.52,1.23,2.43,100.0,25,0.5,69.57,75.0,-5.43
52.92,23.67,23.42,2.24,2.26,100.0,55,2.0,65.16,75.0,-9.84
44.16,37.35,18.49,1.18,2.39,100.0,40,5.0,47.87,75.0,-27.13
51.18,10.79,38.04,4.74,1.35,100.0,70,5.0,58.04,75.0,-16.96
28.42,23.29,48.29,1.22,0.59,100.0,40,1.0,75.52,75.0,0.52
28.11,29.48,42.41,0.95,0.66,100.0,70,5.0,48.27,75.0,-26.73
55.24,28.82,15.94,1.92,3.47,100.0,70,1.0,65.95,75.0,-9.05
43.76,48.19,8.05,0.91,5.43,100.0,25,2.0,54.44,75.0,-20.56
27.98,47.03,24.99,0.59,1.12,100.0,70,5.0,33.47,75.0,-41.53
29.52,46.37,24.11,0.64,1.22,100.0,55,5.0,38.99,75.0,-36.01
32.06,22.58,45.36,1.42,0.71,100.0,40,0.5,81.07,75.0,6.07
31.66,36.66,31.68,0.86,1.0,100.0,70,1.0,63.72,75.0,-11.28
22.19,18.77,59.03,1.18,0.38,100.0,40,1.0,83.62,75.0,8.62
26.76,39.25,33.99,0.68,0.79,100.0,40,5.0,48.42,75.0,-26.58
32.5,45.36,22.14,0.72,1.47,100.0,40,0.5,67.6,75.0,-7.4
41.33,18.28,40.39,2.26,1.02,100.0,70,5.0,59.76,75.0,-15.24
41.7,29.52,28.78,1.41,1.45,100.0,25,1.0,81.08,75.0,6.08
49.03,42.61,8.36,1.15,5.86,100.0,40,1.0,65.53,75.0,-9.47
45.1,49.15,5.74,0.92,7.85,100.0,40,5.0,38.88,75.0,-36.12
41.47,45.21,13.32,0.92,3.11,100.0,70,2.0,49.38,75.0,-25.62
55.63,21.2,23.18,2.62,2.4,100.0,70,5.0,52.32,75.0,-22.68
54.54,14.24,31.23,3.83,1.75,100.0,55,0.5,82.02,75.0,7.02
29.69,14.49,55.82,2.05,0.53,100.0,55,1.0,84.45,75.0,9.45
48.3,21.65,30.05,2.23,1.61,100.0,25,1.0,84.94,75.0,9.94
53.21,34.57,12.22,1.54,4.35,100.0,25,5.0,49.85,75.0,-25.15
31.68,20.9,47.42,1.52,0.67,100.0,25,2.0,80.0,75.0,5.0
32.61,45.97,21.42,0.71,1.52,100.0,25,1.0,62.93,75.0,-12.07
56.08,17.46,26.45,3.21,2.12,100.0,40,5.0,63.05,75.0,-11.95
21.51,10.23,68.26,2.1,0.32,100.0,70,2.0,79.02,75.0,4.02
41.29,17.45,41.26,2.37,1.0,100.0,55,5.0,58.69,75.0,-16.31
66.81,13.99,19.2,4.78,3.48,100.0,40,5.0,62.09,75.0,-12.91
53.83,24.53,21.63,2.19,2.49,100.0,70,5.0,52.5,75.0,-22.5
35.67,30.05,34.28,1.19,1.04,100.0,70,1.0,68.1,75.0,-6.9
61.7,11.74,26.57,5.26,2.32,100.0,40,2.0,80.16,75.0,5.16
54.04,23.94,22.02,2.26,2.45,100.0,40,0.5,80.73,75.0,5.73
67.77,17.17,15.06,3.95,4.5,100.0,55,0.5,79.75,75.0,4.75
31.18,39.37,29.45,0.79,1.06,100.0,25,1.0,73.77,75.0,-1.23
56.61,28.57,14.82,1.98,3.82,100.0,25,1.0,73.56,75.0,-1.44
49.29,29.81,20.9,1.65,2.36,100.0,55,5.0,49.66,75.0,-25.34
27.99,27.11,44.9,1.03,0.62,100.0,55,5.0,50.3,75.0,-24.7
35.68,48.24,16.08,0.74,2.22,100.0,25,2.0,56.8,75.0,-18.2
